,mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
29802,1989.303253762559,315.17545,1.1977539,14.0,1.0,527218.0,527218.0,527218.0,0.0
29803,1755.1857291294684,315.17545,1.1977539,14.0,1.0,527218.0,527218.0,527218.0,0.0
29804,2385.7726828643977,354.84094,0.48339844,21.0,1.0,527218.0,527218.0,527218.0,0.0
29805,797.271824735572,57.19479,0.4237671,24.0,1.0,527218.0,527218.0,527218.0,0.0
29806,1316.074279924719,158.24551,1.4487305,26.0,1.0,527218.0,527218.0,527218.0,0.0
29807,2010.4713685407544,70.90848,0.22174072,20.0,1.0,527218.0,527218.0,527218.0,0.0
29808,1695.430556663153,101.90976,1.2421875,18.0,1.0,527218.0,527218.0,527218.0,0.0
29809,1661.4820469864835,79.428215,1.2929688,38.0,1.0,527218.0,527218.0,527218.0,0.0
29810,1926.603793941414,135.06999,0.5391846,18.0,1.0,527218.0,527218.0,527218.0,0.0
29811,1896.854442065608,135.06999,0.5391846,18.0,1.0,527218.0,527218.0,527218.0,0.0
29812,2323.766426603746,79.397705,0.36547852,20.0,1.0,527218.0,527218.0,527218.0,0.0
29813,1490.6497595967676,265.16925,0.4696045,25.0,1.0,527218.0,527218.0,527218.0,0.0
29814,1686.8968509636106,265.16925,0.4696045,25.0,1.0,527218.0,527218.0,527218.0,0.0
29815,2029.5382193742296,221.79382,1.0253906,16.0,1.0,527218.0,527218.0,527218.0,0.0
29816,2556.1108983626914,501.27173,0.15194702,15.0,1.0,527218.0,527218.0,527218.0,0.0
29817,2305.578897743927,501.27173,0.15194702,15.0,1.0,527218.0,527218.0,527218.0,0.0
29818,1231.444844713213,245.77303,0.6633301,21.0,1.0,527218.0,527218.0,527218.0,0.0
29819,2469.8050633250305,569.3296,1.583252,20.0,1.0,527218.0,527218.0,527218.0,0.0
29820,1998.791751077132,569.3296,1.583252,20.0,1.0,527218.0,527218.0,527218.0,0.0
29821,1968.8734763301325,128.55394,0.9580078,21.0,1.0,527218.0,527218.0,527218.0,0.0
29822,1379.860916276218,128.55394,0.9580078,21.0,1.0,527218.0,527218.0,527218.0,0.0
29823,1330.7583488319876,128.55394,0.9580078,21.0,1.0,527218.0,527218.0,527218.0,0.0
29824,1794.85631412447,74.425354,0.92419434,14.0,1.0,527218.0,527218.0,527218.0,0.0
29825,1798.284217251225,74.425354,0.92419434,14.0,1.0,527218.0,527218.0,527218.0,0.0
29826,1504.7682941262003,74.425354,0.92419434,14.0,1.0,527218.0,527218.0,527218.0,0.0
29827,2410.398983975576,427.67026,0.48638916,23.0,1.0,527218.0,527218.0,527218.0,0.0
29828,2135.2967993527545,427.67026,0.48638916,23.0,1.0,527218.0,527218.0,527218.0,0.0
29829,1736.1287803588016,427.67026,0.48638916,23.0,1.0,527218.0,527218.0,527218.0,0.0
29830,1370.4389957413423,112.37614,0.71398926,22.0,1.0,527218.0,527218.0,527218.0,0.0
29831,1315.5085270082066,112.37614,0.71398926,22.0,1.0,527218.0,527218.0,527218.0,0.0
29832,2350.0083163025674,131.22072,0.82055664,14.0,1.0,527218.0,527218.0,527218.0,0.0
29833,1941.988095435573,131.22072,0.82055664,14.0,1.0,527218.0,527218.0,527218.0,0.0
29834,1828.5045095285889,464.69183,0.9042969,15.0,1.0,527218.0,527218.0,527218.0,0.0
29835,2124.879080715993,178.34819,0.06694031,24.0,1.0,527218.0,527218.0,527218.0,0.0
29836,2287.2826045704583,147.14157,0.31518555,31.0,1.0,527218.0,527218.0,527218.0,0.0
29837,1729.0865453543167,147.14157,0.31518555,31.0,1.0,527218.0,527218.0,527218.0,0.0
29838,1849.9979008927392,117.80671,0.45733643,20.0,1.0,527218.0,527218.0,527218.0,0.0
29839,1518.1589896784017,117.80671,0.45733643,20.0,1.0,527218.0,527218.0,527218.0,0.0
29840,2213.793605784388,371.5358,1.2441406,38.0,1.0,527218.0,527218.0,527218.0,0.0
29841,1658.2551916255534,371.5358,1.2441406,38.0,1.0,527218.0,527218.0,527218.0,0.0
29842,2403.5958846322906,455.7435,0.52404785,23.0,1.0,527218.0,527218.0,527218.0,0.0
29843,2535.6546315985606,455.7435,0.52404785,23.0,1.0,527218.0,527218.0,527218.0,0.0
29844,1853.8131278428843,107.04873,0.49554443,14.0,1.0,527218.0,527218.0,527218.0,0.0
29845,2035.20388168576,107.04873,0.49554443,14.0,1.0,527218.0,527218.0,527218.0,0.0
29846,1603.6193290131196,74.434685,0.30541992,17.0,1.0,527218.0,527218.0,527218.0,0.0
29847,2270.850560943612,396.96915,0.3355713,17.0,1.0,527218.0,527218.0,527218.0,0.0
29848,2378.83476475807,396.96915,0.3355713,17.0,1.0,527218.0,527218.0,527218.0,0.0
29849,1867.9571296722884,396.96915,0.3355713,17.0,1.0,527218.0,527218.0,527218.0,0.0
29850,2708.1935922327675,326.5649,0.33361816,30.0,1.0,527218.0,527218.0,527218.0,0.0
29851,2020.136537516148,326.5649,0.33361816,30.0,1.0,527218.0,527218.0,527218.0,0.0
29852,2004.569060153392,326.5649,0.33361816,30.0,1.0,527218.0,527218.0,527218.0,0.0
29853,1728.655221696105,273.48212,0.34375,18.0,1.0,527218.0,527218.0,527218.0,0.0
29854,1256.5855248546466,189.49792,0.7803955,13.0,1.0,527218.0,527218.0,527218.0,0.0
29855,1136.1782512020932,189.49792,0.7803955,13.0,1.0,527218.0,527218.0,527218.0,0.0
29856,1187.0573569919543,189.49792,0.7803955,13.0,1.0,527218.0,527218.0,527218.0,0.0
29857,1650.0650481224015,95.500435,0.31378174,19.0,1.0,527218.0,527218.0,527218.0,0.0
29858,2259.6171586290056,491.9741,0.46966553,27.0,1.0,527218.0,527218.0,527218.0,0.0
29859,2531.1707988917747,491.9741,0.46966553,27.0,1.0,527218.0,527218.0,527218.0,0.0
29860,1732.1476750591794,491.9741,0.46966553,27.0,1.0,527218.0,527218.0,527218.0,0.0
29861,2232.3443272862464,272.03418,0.4239502,32.0,1.0,527218.0,527218.0,527218.0,0.0
29862,1213.0949986156725,272.03418,0.4239502,32.0,1.0,527218.0,527218.0,527218.0,0.0
29863,2293.9732580169125,314.1055,0.39874268,22.0,1.0,527218.0,527218.0,527218.0,0.0
29864,2257.418187391222,288.455,0.7564697,29.0,1.0,527218.0,527218.0,527218.0,0.0
29865,1771.13404054179,215.16853,0.38720703,16.0,1.0,527218.0,527218.0,527218.0,0.0
29866,2205.288728307482,559.91815,0.92077637,15.0,1.0,527218.0,527218.0,527218.0,0.0
29867,1623.6500919873545,144.59428,1.0029297,17.0,1.0,527218.0,527218.0,527218.0,0.0
29868,1383.6671214420212,221.72354,1.0817871,20.0,1.0,527218.0,527218.0,527218.0,0.0
29869,2615.174933616471,528.0049,0.61950684,19.0,1.0,527218.0,527218.0,527218.0,0.0
29870,1424.7295359128716,172.39806,0.14144897,23.0,1.0,527218.0,527218.0,527218.0,0.0
29871,2077.343239146454,172.39806,0.14144897,23.0,1.0,527218.0,527218.0,527218.0,0.0
29872,1970.16584189828,296.84918,0.39959717,21.0,1.0,527218.0,527218.0,527218.0,0.0
29873,1732.8486896333495,216.33336,0.8491211,20.0,1.0,527218.0,527218.0,527218.0,0.0
29874,1714.3679112694904,211.6907,0.40222168,16.0,1.0,527218.0,527218.0,527218.0,0.0
29875,1759.1202732419356,136.27429,0.51452637,14.0,1.0,527218.0,527218.0,527218.0,0.0
29876,1206.665104755459,106.14507,0.17477417,17.0,1.0,527218.0,527218.0,527218.0,0.0
29877,1677.6396496805132,225.04982,0.5081787,23.0,1.0,527218.0,527218.0,527218.0,0.0
29878,2464.667203425726,128.80338,0.13696289,16.0,1.0,527218.0,527218.0,527218.0,0.0
29879,2072.400375794222,128.80338,0.13696289,16.0,1.0,527218.0,527218.0,527218.0,0.0
29880,1252.1080529354524,119.975685,0.49938965,16.0,1.0,527218.0,527218.0,527218.0,0.0
29881,2088.8959314247986,139.86859,0.5626221,29.0,1.0,527218.0,527218.0,527218.0,0.0
29882,1443.323112721767,161.52458,1.6103516,18.0,1.0,527218.0,527218.0,527218.0,0.0
29883,2267.41056450966,299.34363,0.20495605,19.0,1.0,527218.0,527218.0,527218.0,0.0
29884,1873.7639686149255,299.34363,0.20495605,19.0,1.0,527218.0,527218.0,527218.0,0.0
29885,1852.4450216302848,579.8718,0.76623535,32.0,1.0,527218.0,527218.0,527218.0,0.0
29886,1780.264324686738,284.9435,0.50671387,32.0,1.0,527218.0,527218.0,527218.0,0.0
29887,2410.7260018732127,443.60632,0.5443115,15.0,1.0,527218.0,527218.0,527218.0,0.0
29888,2359.6459897503605,443.60632,0.5443115,15.0,1.0,527218.0,527218.0,527218.0,0.0
29889,339.04782760801623,102.62173,0.7001953,20.0,1.0,527218.0,527218.0,527218.0,0.0
29890,960.0070835238942,102.62173,0.7001953,20.0,1.0,527218.0,527218.0,527218.0,0.0
29891,1054.023932642393,102.62173,0.7001953,20.0,1.0,527218.0,527218.0,527218.0,0.0
29892,467.9141366200985,102.62173,0.7001953,20.0,1.0,527218.0,527218.0,527218.0,0.0
29893,2054.886670412665,67.85823,0.24517822,19.0,1.0,527218.0,527218.0,527218.0,0.0
29894,2054.226402795906,256.71527,1.8896484,15.0,1.0,527218.0,527218.0,527218.0,0.0
29895,1966.0318616478792,256.71527,1.8896484,15.0,1.0,527218.0,527218.0,527218.0,0.0
29896,1686.0663264742582,366.75824,1.317627,24.0,1.0,527218.0,527218.0,527218.0,0.0
29897,1592.3525890006829,101.21873,1.2346191,14.0,1.0,527218.0,527218.0,527218.0,0.0
29898,1428.8237044671146,101.21873,1.2346191,14.0,1.0,527218.0,527218.0,527218.0,0.0
29899,2082.7550071998107,266.08505,0.6652832,16.0,1.0,527218.0,527218.0,527218.0,0.0
29900,2270.5004030876084,403.2376,0.16629028,18.0,1.0,527218.0,527218.0,527218.0,0.0
29901,1779.4757507037075,587.03705,0.6727295,27.0,1.0,527218.0,527218.0,527218.0,0.0
29902,2312.486974638018,202.72641,1.9943848,16.0,1.0,527218.0,527218.0,527218.0,0.0
29903,1544.714310897084,202.72641,1.9943848,16.0,1.0,527218.0,527218.0,527218.0,0.0
29904,1530.7884030549062,135.37039,0.10609436,19.0,1.0,527218.0,527218.0,527218.0,0.0
29905,2185.6000574834075,135.37039,0.10609436,19.0,1.0,527218.0,527218.0,527218.0,0.0
29906,2248.364705889023,56.940727,1.1435547,16.0,1.0,527218.0,527218.0,527218.0,0.0
29907,1609.7833595758757,56.940727,1.1435547,16.0,1.0,527218.0,527218.0,527218.0,0.0
29908,1596.5516174522534,63.93776,0.046943665,29.0,1.0,527218.0,527218.0,527218.0,0.0
29909,1590.1686161535642,63.93776,0.046943665,29.0,1.0,527218.0,527218.0,527218.0,0.0
29910,1912.3198940023544,238.71706,0.4173584,12.0,1.0,527218.0,527218.0,527218.0,0.0
29911,1514.163830598283,238.71706,0.4173584,12.0,1.0,527218.0,527218.0,527218.0,0.0
29912,1076.9520486433312,86.15841,1.6730957,19.0,1.0,527218.0,527218.0,527218.0,0.0
29913,1171.0656804863447,86.15841,1.6730957,19.0,1.0,527218.0,527218.0,527218.0,0.0
29914,1876.164475188476,290.4444,0.049049377,9.0,1.0,527218.0,527218.0,527218.0,0.0
29915,2361.1792772899325,290.4444,0.049049377,9.0,1.0,527218.0,527218.0,527218.0,0.0
29916,2572.554516706999,87.732124,0.4814453,25.0,1.0,527218.0,527218.0,527218.0,0.0
29917,2370.4818111265854,87.732124,0.4814453,25.0,1.0,527218.0,527218.0,527218.0,0.0
29918,2386.73449714556,254.77892,0.5645752,15.0,1.0,527218.0,527218.0,527218.0,0.0
29919,1688.0510586380085,254.77892,0.5645752,15.0,1.0,527218.0,527218.0,527218.0,0.0
29920,2281.5182744083854,173.21062,0.48242188,18.0,1.0,527218.0,527218.0,527218.0,0.0
29921,1636.820838575915,173.21062,0.48242188,18.0,1.0,527218.0,527218.0,527218.0,0.0
29922,1456.469771477671,173.21062,0.48242188,18.0,1.0,527218.0,527218.0,527218.0,0.0
29923,2003.09676352562,79.2248,0.11062622,29.0,1.0,527218.0,527218.0,527218.0,0.0
29924,1331.337895443677,79.2248,0.11062622,29.0,1.0,527218.0,527218.0,527218.0,0.0
29925,2681.929053880822,396.399,0.49664307,21.0,1.0,527218.0,527218.0,527218.0,0.0
29926,2037.86782114802,396.399,0.49664307,21.0,1.0,527218.0,527218.0,527218.0,0.0
29927,1963.115438626296,144.88124,1.1350098,22.0,1.0,527218.0,527218.0,527218.0,0.0
29928,1989.8182978294903,140.34435,0.14309692,21.0,1.0,527218.0,527218.0,527218.0,0.0
29929,1634.0076603210057,140.34435,0.14309692,21.0,1.0,527218.0,527218.0,527218.0,0.0
29930,2246.827594915424,186.35803,0.6138916,28.0,1.0,527218.0,527218.0,527218.0,0.0
29931,2169.154174477875,170.17194,0.71325684,17.0,1.0,527218.0,527218.0,527218.0,0.0
29932,1662.4977349378769,170.17194,0.71325684,17.0,1.0,527218.0,527218.0,527218.0,0.0
29933,2031.0754099116375,77.42017,0.5307617,33.0,1.0,527218.0,527218.0,527218.0,0.0
29934,1322.0766016903349,77.42017,0.5307617,33.0,1.0,527218.0,527218.0,527218.0,0.0
29935,1971.1237135820736,138.34859,0.23529053,32.0,1.0,527218.0,527218.0,527218.0,0.0
29936,1549.8909545156605,186.22266,0.58032227,18.0,1.0,527218.0,527218.0,527218.0,0.0
29937,1116.145747525576,186.22266,0.58032227,18.0,1.0,527218.0,527218.0,527218.0,0.0
29938,1870.6724122714184,349.8675,0.7939453,24.0,1.0,527218.0,527218.0,527218.0,0.0
29939,2138.0869511874,294.78226,1.0698242,23.0,1.0,527218.0,527218.0,527218.0,0.0
29940,1926.1512705423904,294.78226,1.0698242,23.0,1.0,527218.0,527218.0,527218.0,0.0
29941,2258.880718927508,253.92021,0.019008636,20.0,1.0,527218.0,527218.0,527218.0,0.0
29942,2133.959161995859,119.494865,0.41870117,20.0,1.0,527218.0,527218.0,527218.0,0.0
29943,1301.5812669368436,119.494865,0.41870117,20.0,1.0,527218.0,527218.0,527218.0,0.0
29944,1452.650782567859,91.67349,0.3843994,24.0,1.0,527218.0,527218.0,527218.0,0.0
29945,1401.380396929169,116.087814,0.97998047,38.0,1.0,527218.0,527218.0,527218.0,0.0
29946,1294.8657279623428,57.956913,1.4731445,22.0,1.0,527218.0,527218.0,527218.0,0.0
29947,1322.5786274322174,57.956913,1.4731445,22.0,1.0,527218.0,527218.0,527218.0,0.0
29948,1702.4824636650958,55.08431,0.40026855,21.0,1.0,527218.0,527218.0,527218.0,0.0
29949,1757.4536851611572,55.08431,0.40026855,21.0,1.0,527218.0,527218.0,527218.0,0.0
29950,2224.140966730361,367.28998,0.19128418,21.0,1.0,527218.0,527218.0,527218.0,0.0
29951,1451.9970375121786,367.28998,0.19128418,21.0,1.0,527218.0,527218.0,527218.0,0.0
29952,1464.3047270133693,117.79243,1.3671875,25.0,1.0,527218.0,527218.0,527218.0,0.0
29953,1980.7444534021167,224.87471,1.4101562,21.0,1.0,527218.0,527218.0,527218.0,0.0
29954,1069.2069439996876,64.27813,0.45898438,15.0,1.0,527218.0,527218.0,527218.0,0.0
29955,1472.2724160992825,64.27813,0.45898438,15.0,1.0,527218.0,527218.0,527218.0,0.0
29956,2404.5795588401347,137.18976,0.055397034,24.0,1.0,527218.0,527218.0,527218.0,0.0
29957,2011.5322100639817,137.18976,0.055397034,24.0,1.0,527218.0,527218.0,527218.0,0.0
29958,2409.724412970723,387.87177,0.4597168,15.0,1.0,527218.0,527218.0,527218.0,0.0
29959,1475.8993388883057,387.87177,0.4597168,15.0,1.0,527218.0,527218.0,527218.0,0.0
29960,1909.749852540038,134.6133,0.8625488,14.0,1.0,527218.0,527218.0,527218.0,0.0
29961,1811.145535475618,174.05544,0.012788773,26.0,1.0,527218.0,527218.0,527218.0,0.0
29962,1911.9756715471883,174.05544,0.012788773,26.0,1.0,527218.0,527218.0,527218.0,0.0
29963,1605.093471711895,195.58214,0.83483887,18.0,1.0,527218.0,527218.0,527218.0,0.0
29964,1607.1866692042076,111.8778,2.2641602,11.0,1.0,527218.0,527218.0,527218.0,0.0
29965,1399.247217880852,111.8778,2.2641602,11.0,1.0,527218.0,527218.0,527218.0,0.0
29966,1692.493796576488,321.6291,0.26739502,29.0,1.0,527218.0,527218.0,527218.0,0.0
29967,2660.286001466292,58.904583,0.37664795,12.0,1.0,527218.0,527218.0,527218.0,0.0
29968,2048.727862115162,58.904583,0.37664795,12.0,1.0,527218.0,527218.0,527218.0,0.0
29969,1729.1779357992596,93.409485,0.2406311,41.0,1.0,527218.0,527218.0,527218.0,0.0
29970,1717.7467271290152,93.409485,0.2406311,41.0,1.0,527218.0,527218.0,527218.0,0.0
29971,1765.6706465518828,304.36676,1.3029785,11.0,1.0,527218.0,527218.0,527218.0,0.0
29972,2338.409026556132,528.92126,0.6374512,31.0,1.0,527218.0,527218.0,527218.0,0.0
29973,1934.6342010671628,184.16273,0.11798096,25.0,1.0,527218.0,527218.0,527218.0,0.0
29974,1344.8582675447724,184.16273,0.11798096,25.0,1.0,527218.0,527218.0,527218.0,0.0
29975,2472.755536123872,294.78845,1.7104492,14.0,1.0,527218.0,527218.0,527218.0,0.0
29976,1497.0868460067934,180.77367,0.6837158,17.0,1.0,527218.0,527218.0,527218.0,0.0
29977,1469.4268053635087,72.90875,1.0183105,27.0,1.0,527218.0,527218.0,527218.0,0.0
29978,1070.603623257335,72.82805,1.8769531,20.0,1.0,527218.0,527218.0,527218.0,0.0
29979,2218.247671006291,183.04369,1.1420898,22.0,1.0,527218.0,527218.0,527218.0,0.0
29980,1629.0858057976086,71.3387,0.286438,19.0,1.0,527218.0,527218.0,527218.0,0.0
29981,1464.2802005549356,71.3387,0.286438,19.0,1.0,527218.0,527218.0,527218.0,0.0
29982,2117.8828191181187,64.907074,0.8330078,22.0,1.0,527218.0,527218.0,527218.0,0.0
29983,1734.358911018414,64.907074,0.8330078,22.0,1.0,527218.0,527218.0,527218.0,0.0
29984,2366.7290899790546,207.03651,2.069336,14.0,1.0,527218.0,527218.0,527218.0,0.0
29985,1896.5552501070476,146.12968,0.48608398,20.0,1.0,527218.0,527218.0,527218.0,0.0
29986,1797.7582753632937,377.5818,0.32458496,23.0,1.0,527218.0,527218.0,527218.0,0.0
29987,1840.610816519645,192.49463,1.1062012,16.0,1.0,527218.0,527218.0,527218.0,0.0
29988,2126.422405447452,113.20794,0.6842041,15.0,1.0,527218.0,527218.0,527218.0,0.0
29989,1793.7377038034892,113.20794,0.6842041,15.0,1.0,527218.0,527218.0,527218.0,0.0
29990,1848.7700399795533,128.3591,1.1677246,15.0,1.0,527218.0,527218.0,527218.0,0.0
29991,1446.0084377657306,57.57581,1.184082,14.0,1.0,527218.0,527218.0,527218.0,0.0
29992,1606.829015839194,72.780304,0.16412354,22.0,1.0,527218.0,527218.0,527218.0,0.0
29993,1567.1881728601168,72.780304,0.16412354,22.0,1.0,527218.0,527218.0,527218.0,0.0
29994,1659.109961355966,72.780304,0.16412354,22.0,1.0,527218.0,527218.0,527218.0,0.0
29995,1986.5107393454057,143.15479,0.10775757,34.0,1.0,527218.0,527218.0,527218.0,0.0
29996,2158.1154175065703,143.15479,0.10775757,34.0,1.0,527218.0,527218.0,527218.0,0.0
29997,1850.7702600746293,159.34329,0.70422363,18.0,1.0,527218.0,527218.0,527218.0,0.0
29998,1883.2198312803428,159.34329,0.70422363,18.0,1.0,527218.0,527218.0,527218.0,0.0
29999,1370.992565029702,159.34329,0.70422363,18.0,1.0,527218.0,527218.0,527218.0,0.0
30000,1363.2975538960627,96.110054,0.4267578,17.0,1.0,527218.0,527218.0,527218.0,0.0
30001,1602.95758995408,96.110054,0.4267578,17.0,1.0,527218.0,527218.0,527218.0,0.0
30002,735.4517471325379,242.37648,1.1203613,30.0,1.0,527218.0,527218.0,527218.0,0.0
30003,560.6273520311584,242.37648,1.1203613,30.0,1.0,527218.0,527218.0,527218.0,0.0
30004,1296.0348916342684,73.2952,0.23754883,23.0,1.0,527218.0,527218.0,527218.0,0.0
30005,1573.39707474436,73.2952,0.23754883,23.0,1.0,527218.0,527218.0,527218.0,0.0
30006,1388.6063291940034,73.2952,0.23754883,23.0,1.0,527218.0,527218.0,527218.0,0.0
30007,1102.530029439864,73.2952,0.23754883,23.0,1.0,527218.0,527218.0,527218.0,0.0
30008,1027.2135701426314,73.2952,0.23754883,23.0,1.0,527218.0,527218.0,527218.0,0.0
30009,1766.8236098002812,417.48465,0.5938721,29.0,1.0,527218.0,527218.0,527218.0,0.0
30010,1518.846818499747,152.25754,0.47460938,15.0,1.0,527218.0,527218.0,527218.0,0.0
30011,2104.587825874156,152.25754,0.47460938,15.0,1.0,527218.0,527218.0,527218.0,0.0
30012,1198.7322497463945,203.39777,0.13537598,28.0,1.0,527218.0,527218.0,527218.0,0.0
30013,1921.522956453589,252.8202,1.9560547,26.0,1.0,527218.0,527218.0,527218.0,0.0
30014,1871.375928185748,252.8202,1.9560547,26.0,1.0,527218.0,527218.0,527218.0,0.0
30015,1599.0629244918778,252.8202,1.9560547,26.0,1.0,527218.0,527218.0,527218.0,0.0
30016,2441.230205738017,221.19705,0.019615173,37.0,1.0,527218.0,527218.0,527218.0,0.0
30017,1549.63982008127,229.98741,0.96435547,29.0,1.0,527218.0,527218.0,527218.0,0.0
30018,1893.5162855232245,67.31341,0.44555664,11.0,1.0,527218.0,527218.0,527218.0,0.0
30019,1624.1621733325444,67.31341,0.44555664,11.0,1.0,527218.0,527218.0,527218.0,0.0
30020,2048.0257423929943,245.0001,0.7109375,15.0,1.0,527218.0,527218.0,527218.0,0.0
30021,1547.9190993993425,245.0001,0.7109375,15.0,1.0,527218.0,527218.0,527218.0,0.0
30022,2597.351912115777,82.224396,0.10231018,24.0,1.0,527218.0,527218.0,527218.0,0.0
30023,2109.412674521613,82.224396,0.10231018,24.0,1.0,527218.0,527218.0,527218.0,0.0
30024,1954.5372446686667,160.53651,0.036605835,16.0,1.0,527218.0,527218.0,527218.0,0.0
30025,1882.511918510433,160.53651,0.036605835,16.0,1.0,527218.0,527218.0,527218.0,0.0
30026,2111.2952702126654,141.89282,0.6833496,21.0,1.0,527218.0,527218.0,527218.0,0.0
30027,2246.6301577812183,141.89282,0.6833496,21.0,1.0,527218.0,527218.0,527218.0,0.0
30028,2005.5261415347927,151.51051,1.3718262,14.0,1.0,527218.0,527218.0,527218.0,0.0
30029,1362.1193504360415,151.51051,1.3718262,14.0,1.0,527218.0,527218.0,527218.0,0.0
30030,890.9534838598721,97.73564,0.2998047,16.0,1.0,527218.0,527218.0,527218.0,0.0
30031,2211.4132942298443,128.23724,0.11538696,39.0,1.0,527218.0,527218.0,527218.0,0.0
30032,1664.387355959927,128.23724,0.11538696,39.0,1.0,527218.0,527218.0,527218.0,0.0
30033,1354.5055766152657,70.26027,0.8502197,8.0,1.0,527218.0,527218.0,527218.0,0.0
30034,1640.1136894581489,105.08498,1.0031738,20.0,1.0,527218.0,527218.0,527218.0,0.0
30035,2039.3226712742776,105.08498,1.0031738,20.0,1.0,527218.0,527218.0,527218.0,0.0
30036,1991.7947848405836,196.10446,1.0791016,25.0,1.0,527218.0,527218.0,527218.0,0.0
30037,1885.479910737902,196.10446,1.0791016,25.0,1.0,527218.0,527218.0,527218.0,0.0
30038,2965.018681421393,342.16473,0.9147949,33.0,1.0,527218.0,527218.0,527218.0,0.0
30039,2225.262460736629,342.16473,0.9147949,33.0,1.0,527218.0,527218.0,527218.0,0.0
30040,2242.122241755396,342.16473,0.9147949,33.0,1.0,527218.0,527218.0,527218.0,0.0
30041,2246.799998978846,134.89499,0.90844727,19.0,1.0,527218.0,527218.0,527218.0,0.0
30042,2069.0699714860484,82.14991,0.32061768,22.0,1.0,527218.0,527218.0,527218.0,0.0
30043,2111.6750998421094,262.70132,1.6047363,13.0,1.0,527218.0,527218.0,527218.0,0.0
30044,2280.103323246645,262.70132,1.6047363,13.0,1.0,527218.0,527218.0,527218.0,0.0
30045,1695.1266525929364,262.70132,1.6047363,13.0,1.0,527218.0,527218.0,527218.0,0.0
30046,1663.2947879333517,262.70132,1.6047363,13.0,1.0,527218.0,527218.0,527218.0,0.0
30047,2694.664799116685,92.2556,0.21801758,22.0,1.0,527218.0,527218.0,527218.0,0.0
30048,1991.5053609238555,92.2556,0.21801758,22.0,1.0,527218.0,527218.0,527218.0,0.0
30049,1796.239610142075,173.5325,0.38269043,14.0,1.0,527218.0,527218.0,527218.0,0.0
30050,1265.9466217406143,76.404854,0.80566406,19.0,1.0,527218.0,527218.0,527218.0,0.0
30051,2101.842401162678,234.05708,0.2758789,18.0,1.0,527218.0,527218.0,527218.0,0.0
